Time(ms),A1
15414,412
15415,545
15416,518
15417,602
15418,540
15419,514
15420,551
15421,456
15422,556
15423,532
15424,562
15425,674
15426,582
15427,476
15428,443
15429,605
15430,437
15431,421
15432,472
15433,640
15434,553
15435,636
15436,404
15437,620
15438,485
15439,576
15440,658
15441,619
15442,437
15443,541
15444,634
15445,602
15446,693
15447,571
15448,524
15449,464
15450,680
15451,671
15452,643
15453,414
15454,625
15455,530
15456,594
15457,692
15458,608
15459,512
15460,643
15461,565
15462,590
15463,656
15464,617
15465,674
15466,451
15467,557
15468,454
15469,413
15470,668
15471,489
15472,426
15473,488
15474,440
15475,667
15476,537
15477,405
15478,641
15479,561
15480,579
15481,696
15482,405
15483,670
15484,671
15485,555
15486,484
15487,599
15488,409
15489,537
15490,641
15491,600
15492,555
15493,674
15494,624
15495,467
15496,583
15497,594
15498,441
15499,550
15500,483
15501,533
15502,697
15503,429
15504,408
15505,569
15506,689
15507,567
15508,544
15509,627
15510,475
15511,622
15512,576
15513,588
15514,445
15515,416
15516,465
15517,660
15518,522
15519,630
15520,524
15521,511
15522,671
15523,480
15524,645
15525,614
15526,634
15527,481
15528,693
15529,475
15530,414
15531,619
15532,629
15533,664
15534,663
15535,509
15536,599
15537,625
15538,584
15539,430
15540,501
15541,658
15542,498
15543,698
15544,684
15545,665
15546,539
15547,685
15548,615
15549,431
15550,487
15551,462
15552,678
15553,473
15554,523
15555,668
15556,684
15557,520
15558,611
15559,547
15560,477
15561,413
15562,535
15563,679
15564,478
15565,642
15566,592
15567,641
15568,450
15569,631
15570,658
15571,617
15572,605
15573,519
15574,479
15575,441
15576,420
15577,409
15578,552
15579,693
15580,485
15581,512
15582,588
15583,511
15584,574
15585,403
15586,621
15587,620
15588,570
15589,612
15590,652
15591,523
15592,527
15593,612
15594,511
15595,484
15596,403
15597,464
15598,519
15599,642
15600,536
15601,646
15602,444
15603,545
15604,575
15605,441
15606,696
15607,488
15608,617
15609,627
15610,697
15611,690
15612,466
15613,650
15614,440
15615,498
15616,478
15617,598
15618,546
15619,505
15620,592
15621,521
15622,476
15623,511
15624,696
15625,569
15626,405
15627,596
15628,497
15629,629
15630,567
15631,696
15632,664
15633,407
15634,571
15635,594
15636,668
15637,418
15638,448
15639,557
15640,465
15641,458
15642,558
15643,670
15644,520
15645,653
15646,660
15647,534
15648,673
15649,455
15650,495
15651,513
15652,427
15653,401
15654,611
15655,467
15656,527
15657,423
15658,652
15659,629
15660,575
15661,620
15662,435
15663,401
15664,673
15665,576
15666,663
15667,585
15668,414
15669,678
15670,593
15671,597
15672,463
15673,689
15674,417
15675,463
15676,650
15677,416
15678,540
15679,644
15680,689
15681,486
15682,598
15683,560
15684,539
15685,475
15686,418
15687,449
15688,631
15689,694
15690,411
15691,414
15692,427
15693,691
15694,649
15695,497
15696,438
15697,437
15698,699
15699,578
15700,496
15701,681
15702,637
15703,563
15704,496
15705,656
15706,661
15707,692
15708,657
15709,648
15710,644
15711,650
15712,522
15713,568
15714,574
15715,668
15716,603
15717,465
15718,458
15719,618
15720,665
15721,540
15722,635
15723,617
15724,414
15725,537
15726,631
15727,488
15728,476
15729,535
15730,509
15731,490
15732,589
15733,472
15734,572
15735,434
15736,609
15737,697
15738,532
15739,682
15740,597
15741,431
15742,535
15743,647
15744,545
15745,542
15746,633
15747,443
15748,431
15749,630
15750,427
15751,559
15752,606
15753,417
15754,502
15755,469
15756,518
15757,538
15758,559
15759,631
15760,547
15761,642
15762,434
15763,638
15764,548
15765,510
15766,416
15767,625
15768,539
15769,543
15770,659
15771,616
15772,561
15773,491
15774,573
15775,604
15776,552
15777,502
15778,601
15779,679
15780,464
15781,516
15782,552
15783,555
15784,563
15785,481
15786,405
15787,466
15788,637
15789,471
15790,494
15791,477
15792,466
15793,575
15794,571
15795,654
15796,462
15797,645
15798,591
15799,470
15800,628
15801,462
15802,696
15803,644
15804,406
15805,659
15806,488
15807,576
15808,603
15809,533
15810,481
15811,420
15812,527
15813,594
15814,593
15815,583
15816,646
15817,559
15818,593
15819,509
15820,465
15821,653
15822,682
15823,459
15824,517
15825,443
15826,609
15827,435
15828,418
15829,490
15830,611
15831,621
15832,616
15833,622
15834,497
15835,418
15836,696
15837,425
15838,427
15839,463
15840,622
15841,479
15842,450
15843,501
15844,575
15845,409
15846,636
15847,499
15848,627
15849,463
15850,418
15851,540
15852,424
15853,627
15854,488
15855,491
15856,441
15857,694
15858,480
15859,506
15860,510
15861,676
15862,613
15863,630
15864,520
15865,533
15866,607
15867,656
15868,584
15869,685
15870,579
15871,447
15872,486
15873,418
15874,445
15875,455
15876,628
15877,544
15878,491
15879,481
15880,624
15881,478
15882,549
15883,682
15884,559
15885,555
15886,555
15887,601
15888,516
15889,553
15890,518
15891,598
15892,662
15893,583
15894,547
15895,565
15896,474
15897,635
15898,671
15899,578
15900,682
15901,450
15902,474
15903,543
15904,587
15905,522
15906,650
15907,695
15908,529
15909,651
15910,579
15911,509
15912,477
15913,401
15914,675
15915,689
15916,696
15917,568
15918,639
15919,422
15920,693
15921,571
15922,685
15923,592
15924,568
15925,517
15926,405
15927,531
15928,492
15929,650
15930,409
15931,450
15932,693
15933,528
15934,648
15935,501
15936,482
15937,590
15938,542
15939,636
15940,686
15941,676
15942,690
15943,568
15944,543
15945,583
15946,444
15947,642
15948,667
15949,652
15950,688
15951,611
15952,576
15953,420
15954,451
15955,632
15956,522
15957,499
15958,613
15959,534
15960,617
15961,487
15962,679
15963,439
15964,639
15965,535
15966,581
15967,664
15968,658
15969,581
15970,420
15971,595
15972,611
15973,415
15974,601
15975,617
15976,492
15977,532
15978,538
15979,556
15980,469
15981,414
15982,634
15983,611
15984,689
15985,459
15986,651
15987,401
15988,635
15989,418
15990,448
15991,477
15992,427
15993,447
15994,495
15995,564
15996,575
15997,472
15998,428
15999,556
16000,678
16001,682
16002,406
16003,581
16004,508
16005,605
16006,633
16007,586
16008,407
16009,452
16010,598
16011,536
16012,658
16013,571
16014,485
16015,445
16016,585
16017,555
16018,408
16019,514
16020,553
16021,529
16022,480
16023,689
16024,546
16025,694
16026,668
16027,532
16028,449
16029,422
16030,487
16031,511
16032,510
16033,471
16034,553
16035,456
16036,656
16037,555
16038,512
16039,446
16040,637
16041,505
16042,586
16043,558
16044,597
16045,576
16046,660
16047,686
16048,692
16049,542
16050,596
16051,624
16052,442
16053,550
16054,695
16055,462
16056,529
16057,654
16058,613
16059,472
16060,503
16061,557
16062,671
16063,637
16064,557
16065,508
16066,408
16067,458
16068,591
16069,535
16070,650
16071,545
16072,457
16073,576
16074,687
16075,644
16076,447
16077,499
16078,612
16079,564
16080,525
16081,520
16082,487
16083,616
16084,460
16085,578
16086,589
16087,562
16088,480
16089,569
16090,595
16091,602
16092,446
16093,557
16094,593
16095,678
16096,668
16097,598
16098,623
16099,662
16100,565
16101,579
16102,591
16103,615
16104,683
16105,506
16106,497
16107,629
16108,656
16109,442
16110,641
16111,441
16112,494
16113,653
16114,587
16115,566
16116,670
16117,524
16118,560
16119,486
16120,625
16121,544
16122,647
16123,405
16124,430
16125,596
16126,631
16127,695
16128,534
16129,412
16130,403
16131,577
16132,633
16133,658
16134,539
16135,464
16136,682
16137,604
16138,416
16139,599
16140,431
16141,611
16142,672
16143,689
16144,690
16145,633
16146,581
16147,545
16148,449
16149,502
16150,432
16151,488
16152,640
16153,665
16154,622
16155,635
16156,552
16157,456
16158,511
16159,414
16160,668
16161,513
16162,651
16163,541
16164,513
16165,689
16166,424
16167,654
16168,667
16169,525
16170,649
16171,686
16172,452
16173,442
16174,565
16175,441
16176,575
16177,466
16178,465
16179,482
16180,504
16181,686
16182,585
16183,683
16184,403
16185,537
16186,578
16187,636
16188,417
16189,408
16190,428
16191,543
16192,548
16193,463
16194,586
16195,626
16196,517
16197,653
16198,430
16199,560
16200,614
16201,568
16202,480
16203,445
16204,448
16205,697
16206,682
16207,487
16208,520
16209,402
16210,626
16211,478
16212,544
16213,641
16214,431
16215,662
16216,610
16217,470
16218,596
16219,457
16220,511
16221,447
16222,584
16223,564
16224,614
16225,520
16226,612
16227,440
16228,688
16229,567
16230,433
16231,674
16232,596
16233,590
16234,620
16235,409
16236,519
16237,522
16238,646
16239,620
16240,660
16241,457
16242,527
16243,586
16244,604
16245,485
16246,503
16247,542
16248,604
16249,528
16250,645
16251,437
16252,508
16253,451
16254,400
16255,410
16256,634
16257,527
16258,613
16259,642
16260,443
16261,405
16262,555
16263,407
16264,404
16265,581
16266,511
16267,672
16268,664
16269,611
16270,477
16271,669
16272,553
16273,620
16274,424
16275,607
16276,402
16277,614
16278,511
16279,591
16280,446
16281,620
16282,586
16283,449
16284,596
16285,615
16286,620
16287,489
16288,631
16289,657
16290,552
16291,655
16292,657
16293,464
16294,589
16295,490
16296,572
16297,646
16298,655
16299,515
16300,448
16301,626
16302,468
16303,525
16304,612
16305,452
16306,511
16307,558
16308,639
16309,549
16310,538
16311,512
16312,542
16313,537
16314,430
16315,692
16316,507
16317,683
16318,558
16319,413
16320,521
16321,614
16322,671
16323,424
16324,693
16325,568
16326,502
16327,439
16328,634
16329,488
16330,499
16331,543
16332,481
16333,476
16334,458
16335,628
16336,490
16337,400
16338,668
16339,685
16340,596
16341,673
16342,477
16343,540
16344,687
16345,470
16346,449
16347,479
16348,634
16349,686
16350,554
16351,459
16352,432
16353,526
16354,620
16355,599
16356,525
16357,440
16358,674
16359,696
16360,484
16361,488
16362,441
16363,519
16364,678
16365,432
16366,675
16367,552
16368,489
16369,503
16370,411
16371,559
16372,595
16373,661
16374,490
16375,596
16376,468
16377,619
16378,613
16379,545
16380,632
16381,633
16382,613
16383,460
16384,477
16385,494
16386,615
16387,612
16388,599
16389,430
16390,689
16391,534
16392,482
16393,446
16394,605
16395,476
16396,658
16397,491
16398,499
16399,594
16400,591
16401,467
16402,641
16403,489
16404,409
16405,663
16406,667
16407,517
16408,649
16409,458
16410,594
16411,449
16412,695
16413,496
16414,526
16415,645
16416,486
16417,476
16418,603
16419,545
16420,548
16421,510
16422,528
16423,652
16424,565
16425,696
16426,536
16427,678
16428,410
16429,470
16430,558
16431,615
16432,425
16433,685
16434,561
16435,501
16436,468
16437,532
16438,588
16439,610
16440,642
16441,565
16442,460
16443,678
16444,512
16445,429
16446,560
16447,633
16448,569
16449,585
16450,456
16451,639
16452,656
16453,600
16454,505
16455,689
16456,500
16457,496
16458,552
16459,428
16460,552
16461,472
16462,653
16463,403
16464,636
16465,437
16466,419
16467,512
16468,422
16469,535
16470,647
16471,496
16472,432
16473,534
16474,654
16475,677
16476,532
16477,637
16478,414
16479,676
16480,525
16481,416
16482,449
16483,534
16484,517
16485,459
16486,524
16487,515
16488,572
16489,586
16490,487
16491,602
16492,581
16493,567
16494,580
16495,699
16496,529
16497,548
16498,608
16499,510
16500,536
16501,610
16502,545
16503,483
16504,429
16505,464
16506,423
16507,610
16508,621
16509,489
16510,505
16511,571
16512,629
16513,476
16514,467
16515,491
16516,487
16517,449
16518,502
16519,445
16520,578
16521,666
16522,667
16523,407
16524,664
16525,477
16526,639
16527,657
16528,595
16529,530
16530,660
16531,641
16532,570
16533,546
16534,669
16535,548
16536,698
16537,427
16538,548
16539,679
16540,581
16541,565
16542,416
16543,549
16544,444
16545,588
16546,538
16547,460
16548,693
16549,432
16550,698
16551,511
16552,690
16553,436
16554,499
16555,422
16556,617
16557,488
16558,608
16559,670
16560,636
16561,608
16562,677
16563,605
16564,477
16565,497
16566,493
16567,479
16568,437
16569,627
16570,533
16571,595
16572,681
16573,500
16574,474
16575,693
16576,607
16577,482
16578,542
16579,455
16580,686
16581,610
16582,578
16583,457
16584,472
16585,614
16586,665
16587,472
16588,670
16589,633
16590,418
16591,512
16592,462
16593,583
16594,676
16595,561
16596,642
16597,544
16598,545
16599,480
16600,442
16601,692
16602,575
16603,468
16604,455
16605,518
16606,603
16607,454
16608,437
16609,642
16610,600
16611,635
16612,414
16613,543
16614,476
16615,662
16616,584
16617,454
16618,403
16619,698
16620,439
16621,629
16622,685
16623,537
16624,502
16625,406
16626,563
16627,675
16628,448
16629,495
16630,458
16631,630
16632,576
16633,489
16634,681
16635,435
16636,570
16637,525
16638,698
16639,603
16640,688
16641,496
16642,637
16643,572
16644,487
16645,416
16646,539
16647,653
16648,677
16649,550
16650,539
16651,513
16652,467
16653,578
16654,524
16655,632
16656,546
16657,510
16658,637
16659,402
16660,610
16661,424
16662,583
16663,460
16664,522
16665,454
16666,562
16667,586
16668,438
16669,584
16670,482
16671,594
16672,433
16673,512
16674,629
16675,682
16676,686
16677,554
16678,564
16679,581
16680,638
16681,536
16682,665
16683,586
16684,439
16685,566
16686,659
16687,542
16688,603
16689,575
16690,661
16691,651
16692,599
16693,598
16694,595
16695,476
16696,418
16697,461
16698,680
16699,649
16700,626
16701,526
16702,457
16703,603
16704,642
16705,651
16706,598
16707,639
16708,538
16709,521
16710,448
16711,514
16712,650
16713,406
16714,618
16715,476
16716,578
16717,544
16718,553
16719,520
16720,523
16721,549
16722,667
16723,400
16724,560
16725,643
16726,650
16727,463
16728,698
16729,647
16730,696
16731,514
16732,694
16733,400
16734,440
16735,572
16736,487
16737,497
16738,487
16739,650
16740,540
16741,470
16742,536
16743,498
16744,550
16745,574
16746,566
16747,656
16748,623
16749,464
16750,468
16751,466
16752,449
16753,490
16754,514
16755,456
16756,417
16757,671
16758,529
16759,668
16760,479
16761,698
16762,601
16763,624
16764,558
16765,603
16766,536
16767,472
16768,447
16769,417
16770,666
16771,418
16772,499
16773,515
16774,473
16775,679
16776,668
16777,524
16778,515
16779,573
16780,580
16781,625
16782,556
16783,563
16784,470
16785,621
16786,525
16787,544
16788,575
16789,551
16790,581
16791,484
16792,520
16793,528
16794,405
16795,582
16796,437
16797,515
16798,501
16799,407
16800,617
16801,606
16802,477
16803,454
16804,627
16805,487
16806,409
16807,689
16808,563
16809,638
16810,543
16811,417
16812,470
16813,574
16814,687
16815,698
16816,647
16817,592
16818,667
16819,603
16820,522
16821,457
16822,600
16823,511
16824,527
16825,435
16826,633
16827,446
16828,514
16829,654
16830,622
16831,523
16832,559
16833,495
16834,506
16835,519
16836,500
16837,502
16838,565
16839,585
16840,431
16841,465
16842,578
16843,666
16844,436
16845,600
16846,448
16847,674
16848,567
16849,662
16850,532
16851,697
16852,575
16853,410
16854,600
16855,696
16856,402
16857,613
16858,695
16859,431
16860,447
16861,651
16862,598
16863,488
16864,508
16865,690
16866,507
16867,439
16868,451
16869,511
16870,694
16871,467
16872,588
16873,608
16874,464
16875,461
16876,657
16877,533
16878,521
16879,570
16880,609
16881,695
16882,488
16883,566
16884,427
16885,637
16886,462
16887,654
16888,440
16889,428
16890,678
16891,479
16892,450
16893,511
16894,489
16895,628
16896,549
16897,642
16898,537
16899,534
16900,488
16901,414
16902,573
16903,489
16904,612
16905,460
16906,619
16907,460
16908,565
16909,411
16910,615
16911,476
16912,631
16913,511
16914,465
16915,581
16916,603
16917,605
16918,685
16919,504
16920,641
16921,634
16922,575
16923,610
16924,430
16925,634
16926,641
16927,552
16928,595
16929,668
16930,569
16931,631
16932,583
16933,674
16934,431
16935,576
16936,464
16937,597
16938,426
16939,550
16940,667
16941,484
16942,465
16943,532
16944,481
16945,497
16946,472
16947,429
16948,524
16949,609
16950,671
16951,612
16952,532
16953,556
16954,446
16955,421
16956,482
16957,633
16958,459
16959,587
16960,457
16961,658
16962,561
16963,401
16964,670
16965,542
16966,587
16967,623
16968,579
16969,422
16970,436
16971,506
16972,696
16973,628
16974,496
16975,680
16976,509
16977,436
16978,439
16979,484
16980,587
16981,639
16982,418
16983,660
16984,557
16985,511
16986,543
16987,655
16988,417
16989,583
16990,686
16991,530
16992,680
16993,644
16994,407
16995,592
16996,406
16997,535
16998,418
16999,538
17000,576
17001,410
17002,440
17003,513
17004,579
17005,593
17006,595
17007,624
17008,660
17009,515
17010,549
17011,517
17012,564
17013,651
17014,666
17015,443
17016,580
17017,476
17018,515
17019,466
17020,412
17021,491
17022,645
17023,666
17024,538
17025,643
17026,672
17027,590
17028,496
17029,604
17030,536
17031,476
17032,436
17033,685
17034,534
17035,541
17036,653
17037,447
17038,654
17039,533
17040,689
17041,607
17042,500
17043,445
17044,469
17045,535
17046,679
17047,466
17048,403
17049,623
17050,400
17051,689
17052,508
17053,664
17054,462
17055,665
17056,537
17057,443
17058,661
17059,615
17060,520
17061,551
17062,612
17063,633
17064,510
17065,621
17066,625
17067,609
17068,470
17069,488
17070,661
17071,587
17072,511
17073,638
17074,655
17075,549
17076,526
17077,673
17078,538
17079,502
17080,641
17081,516
17082,613
17083,416
17084,578
17085,623
17086,669
17087,533
17088,513
17089,531
17090,538
17091,631
17092,491
17093,666
17094,498
17095,606
17096,407
17097,492
17098,557
17099,498
17100,624
17101,607
17102,472
17103,458
17104,686
17105,463
17106,655
17107,447
17108,678
17109,597
17110,557
17111,406
17112,647
17113,631
17114,505
17115,497
17116,667
17117,459
17118,539
17119,589
17120,524
17121,562
17122,459
17123,430
17124,475
17125,642
17126,657
17127,589
17128,695
17129,576
17130,687
17131,693
17132,606
17133,614
17134,540
17135,484
17136,581
17137,527
17138,668
17139,438
17140,422
17141,641
17142,506
17143,541
17144,544
17145,679
17146,644
17147,590
17148,689
17149,578
17150,511
17151,613
17152,537
17153,599
17154,406
17155,412
17156,479
17157,685
17158,558
17159,671
17160,600
17161,549
17162,695
17163,692
17164,671
17165,442
17166,414
17167,647
17168,571
17169,617
17170,536
17171,626
17172,443
17173,419
17174,518
17175,633
17176,661
17177,482
17178,430
17179,673
17180,633
17181,427
17182,651
17183,652
17184,638
17185,574
17186,593
17187,579
17188,694
17189,614
17190,602
17191,649
17192,656
17193,474
17194,601
17195,541
17196,605
17197,598
17198,570
17199,627
17200,578
17201,674
17202,461
17203,603
17204,532
17205,471
17206,477
17207,588
17208,470
17209,662
17210,445
17211,623
17212,649
17213,475
17214,473
17215,541
17216,472
17217,501
17218,493
17219,468
17220,464
17221,592
17222,461
17223,419
17224,640
17225,602
17226,699
17227,594
17228,461
17229,506
17230,524
17231,666
17232,601
17233,561
17234,511
17235,431
17236,497
17237,646
17238,660
17239,590
17240,428
17241,447
17242,649
17243,625
17244,671
17245,552
17246,684
17247,579
17248,552
17249,633
17250,422
17251,493
17252,644
17253,689
17254,559
17255,684
17256,408
17257,584
17258,694
17259,534
17260,509
17261,468
17262,535
17263,495
17264,518
17265,673
17266,576
17267,636
17268,671
17269,676
17270,537
17271,531
17272,443
17273,522
17274,535
17275,525
17276,674
17277,463
17278,695
17279,631
17280,450
17281,536
17282,557
17283,455
17284,480
17285,631
17286,527
17287,525
17288,479
17289,574
17290,544
17291,525
17292,581
17293,618
17294,677
17295,482
17296,540
17297,494
17298,593
17299,509
17300,451
17301,502
17302,500
17303,541
17304,600
17305,598
17306,683
17307,616
17308,445
17309,427
17310,401
17311,416
17312,476
17313,564
17314,496
17315,504
17316,423
17317,599
17318,434
17319,401
17320,688
17321,537
17322,461
17323,698
17324,596
17325,458
17326,664
17327,587
17328,462
17329,678
17330,429
17331,570
17332,420
17333,698
17334,600
17335,534
17336,671
17337,422
17338,486
17339,430
17340,520
17341,468
17342,533
17343,545
17344,662
17345,692
17346,485
17347,415
17348,615
17349,515
17350,517
17351,669
17352,561
17353,587
17354,503
17355,540
17356,566
17357,699
17358,427
17359,671
17360,449
17361,555
17362,520
17363,539
17364,415
17365,448
17366,563
17367,461
17368,553
17369,549
17370,472
17371,468
17372,576
17373,401
17374,518
17375,406
17376,654
17377,474
17378,594
17379,586
17380,402
17381,583
17382,672
17383,451
17384,662
17385,532
17386,624
17387,460
17388,415
17389,628
17390,594
17391,650
17392,447
17393,634
17394,520
17395,449
17396,440
17397,421
17398,581
17399,404
17400,544
17401,477
17402,630
17403,696
17404,608
17405,562
17406,567
17407,677
17408,636
17409,575
17410,452
17411,409
17412,545
17413,626
17414,635
17415,641
17416,470
17417,557
17418,418
17419,454
17420,614
17421,608
17422,420
17423,681
17424,648
17425,427
17426,695
17427,610
17428,684
17429,419
17430,419
17431,519
17432,496
17433,519
17434,424
17435,552
17436,644
17437,659
17438,403
17439,542
17440,681
17441,619
17442,559
17443,475
17444,498
17445,579
17446,526
17447,431
17448,664
17449,412
17450,601
17451,417
17452,492
17453,679
17454,459
17455,613
17456,499
17457,400
17458,442
17459,567
17460,591
17461,433
17462,433
17463,575
17464,595
17465,557
17466,644
17467,470
17468,513
17469,684
17470,542
17471,496
17472,611
17473,584
17474,604
17475,615
17476,645
17477,638
17478,692
17479,407
17480,477
17481,676
17482,601
17483,613
17484,493
17485,474
17486,556
17487,552
17488,541
17489,477
17490,581
17491,594
17492,557
17493,545
17494,453
17495,676
17496,482
17497,555
17498,403
17499,670
17500,463
17501,511
17502,638
17503,543
17504,419
17505,463
17506,688
17507,480
17508,596
17509,468
17510,585
17511,566
17512,604
17513,563
17514,493
17515,648
17516,467
17517,420
17518,484
17519,423
17520,510
17521,482
17522,477
17523,539
17524,670
17525,568
17526,596
17527,661
17528,614
17529,466
17530,628
17531,560
17532,521
17533,548
17534,592
17535,630
17536,510
17537,544
17538,620
17539,463
17540,525
17541,617
17542,683
17543,635
17544,412
17545,552
17546,638
17547,589
17548,550
17549,485
17550,420
17551,581
17552,557
17553,475
17554,602
17555,628
17556,551
17557,662
17558,471
17559,624
17560,530
17561,427
17562,698
17563,496
17564,445
17565,400
17566,565
17567,644
17568,618
17569,501
17570,690
17571,603
17572,601
17573,453
17574,679
17575,677
17576,415
17577,412
17578,486
17579,477
17580,466
17581,610
17582,613
17583,584
17584,432
17585,514
17586,674
17587,597
17588,542
17589,627
17590,519
17591,423
17592,426
17593,474
17594,640
17595,422
17596,560
17597,440
17598,637
17599,638
17600,455
17601,497
17602,545
17603,661
17604,439
17605,592
17606,638
17607,441
17608,621
17609,595
17610,687
17611,409
17612,634
17613,664
17614,468
17615,538
17616,618
17617,595
17618,473
17619,502
17620,624
17621,522
17622,501
17623,663
17624,560
17625,632
17626,674
17627,657
17628,538
17629,626
17630,672
17631,485
17632,690
17633,616
17634,465
17635,656
17636,534
17637,454
17638,642
17639,651
17640,420
17641,562
17642,663
17643,467
17644,506
17645,466
17646,598
17647,591
17648,401
17649,656
17650,400
17651,514
17652,487
17653,596
17654,491
17655,673
17656,559
17657,572
17658,432
17659,472
17660,595
17661,683
17662,486
17663,623
17664,443
17665,537
17666,669
17667,435
17668,433
17669,487
17670,545
17671,415
17672,632
17673,440
17674,654
17675,680
17676,525
17677,407
17678,575
17679,627
17680,417
17681,455
17682,434
17683,517
17684,681
17685,653
17686,612
17687,460
17688,487
17689,670
17690,431
17691,532
17692,463
17693,598
17694,655
17695,554
17696,630
17697,434
17698,425
17699,422
17700,540
17701,684
17702,555
17703,512
17704,538
17705,608
17706,485
17707,684
17708,459
17709,453
17710,492
17711,664
17712,612
17713,409
17714,602
17715,595
17716,457
17717,655
17718,622
17719,579
17720,434
17721,502
17722,560
17723,599
17724,559
17725,582
17726,535
17727,625
17728,642
17729,505
17730,470
17731,476
17732,453
17733,676
17734,510
17735,623
17736,474
17737,413
17738,657
17739,588
17740,638
17741,490
17742,583
17743,416
17744,411
17745,565
17746,545
17747,681
17748,436
17749,469
17750,568
17751,569
17752,652
17753,696
17754,541
17755,672
17756,624
17757,582
17758,620
17759,452
17760,517
17761,558
17762,535
17763,476
17764,444
17765,417
17766,604
17767,482
17768,449
17769,680
17770,565
17771,642
17772,563
17773,455
17774,438
17775,527
17776,521
17777,646
17778,585
17779,607
17780,638
17781,614
17782,691
17783,623
17784,487
17785,424
17786,619
17787,674
17788,534
17789,632
17790,465
17791,479
17792,654
17793,524
17794,545
17795,502
17796,676
17797,523
17798,666
17799,677
17800,510
17801,488
17802,557
17803,615
17804,435
17805,486
17806,517
17807,581
17808,467
17809,558
17810,684
17811,563
17812,472
17813,518
17814,594
17815,488
17816,475
17817,620
17818,538
17819,640
17820,553
17821,452
17822,541
17823,430
17824,622
17825,691
17826,665
17827,681
17828,675
17829,443
17830,461
17831,600
17832,408
17833,470
17834,489
17835,423
17836,539
17837,477
17838,613
17839,415
17840,428
17841,690
17842,442
17843,452
17844,675
17845,631
17846,611
17847,407
17848,521
17849,441
17850,632
17851,469
17852,415
17853,468
17854,452
17855,572
17856,661
17857,688
17858,414
17859,669
17860,566
17861,462
17862,660
17863,520
17864,639
17865,506
17866,579
17867,415
17868,614
17869,476
17870,624
17871,492
17872,580
17873,573
17874,618
17875,542
17876,681
17877,658
17878,446
17879,404
17880,461
17881,483
17882,532
17883,462
17884,680
17885,443
17886,552
17887,669
17888,570
17889,555
17890,674
17891,419
17892,613
17893,478
17894,538
17895,497
17896,551
17897,597
17898,672
17899,555
17900,449
17901,627
17902,409
17903,548
17904,457
17905,561
17906,506
17907,688
17908,585
17909,445
17910,528
17911,486
17912,648
17913,656
17914,676
17915,677
17916,403
17917,464
17918,601
17919,462
17920,542
17921,643
17922,691
17923,684
17924,579
17925,573
17926,510
17927,574
17928,552
17929,616
17930,696
17931,639
17932,625
17933,585
17934,447
17935,607
17936,556
17937,624
17938,543
17939,510
17940,531
17941,512
17942,488
17943,560
17944,474
17945,680
17946,406
17947,512
17948,435
17949,665
17950,512
17951,691
17952,622
17953,610
17954,417
17955,640
17956,533
17957,619
17958,501
17959,539
17960,568
17961,590
17962,424
17963,432
17964,405
17965,593
17966,629
17967,536
17968,615
17969,582
17970,567
17971,681
17972,437
17973,562
17974,541
17975,647
17976,502
17977,598
17978,599
17979,441
17980,546
17981,465
17982,592
17983,697
17984,437
17985,540
17986,505
17987,551
17988,437
17989,496
17990,507
17991,518
17992,550
17993,473
17994,456
17995,651
17996,691
17997,654
17998,653
17999,658
18000,669
18001,433
18002,637
18003,578
18004,503
18005,428
18006,626
18007,631
18008,516
18009,606
18010,584
18011,537
18012,563
18013,474
18014,632
18015,683
18016,654
18017,408
18018,602
18019,490
18020,549
18021,575
18022,432
18023,583
18024,556
18025,452
18026,695
18027,601
18028,673
18029,574
18030,643
18031,668
18032,473
18033,495
18034,572
18035,554
18036,582
18037,688
18038,657
18039,474
18040,573
18041,630
18042,646
18043,560
18044,585
18045,542
18046,681
18047,527
18048,565
18049,426
18050,645
18051,534
18052,601
18053,420
18054,478
18055,557
18056,493
18057,407
18058,658
18059,454
18060,435
18061,405
18062,441
18063,449
18064,511
18065,545
18066,629
18067,610
18068,429
18069,694
18070,515
18071,625
18072,458
18073,475
18074,615
18075,531
18076,480
18077,466
18078,629
18079,676
18080,471
18081,608
18082,671
18083,543
18084,650
18085,683
18086,578
18087,479
18088,456
18089,573
18090,637
18091,565
18092,483
18093,447
18094,526
18095,568
18096,466
18097,593
18098,554
18099,559
18100,583
18101,665
18102,567
18103,544
18104,585
18105,661
18106,673
18107,622
18108,441
18109,403
18110,675
18111,683
18112,592
18113,503
18114,646
18115,699
18116,422
18117,412
18118,543
18119,617
18120,582
18121,641
18122,592
18123,671
18124,564
18125,579
18126,516
18127,665
18128,437
18129,443
18130,473
18131,625
18132,412
18133,411
18134,449
18135,648
18136,518
18137,456
18138,581
18139,663
18140,505
18141,590
18142,536
18143,587
18144,519
18145,641
18146,471
18147,642
18148,530
18149,668
18150,451
18151,461
18152,518
18153,663
18154,638
18155,654
18156,572
18157,636
18158,494
18159,456
18160,466
18161,445
18162,493
18163,537
18164,492
18165,631
18166,448
18167,422
18168,461
18169,666
18170,517
18171,487
18172,488
18173,454
18174,552
18175,638
18176,664
18177,667
18178,512
18179,565
18180,555
18181,407
18182,601
18183,616
18184,691
18185,449
18186,506
18187,408
18188,632
18189,587
18190,509
18191,544
18192,627
18193,513
18194,462
18195,674
18196,523
18197,485
18198,469
18199,446
18200,598
18201,600
18202,675
18203,436
18204,602
18205,529
18206,691
18207,463
18208,662
18209,519
18210,677
18211,601
